"CubeId";"SNB20@SNB.CTR.REAL"
"PublishingDate";"2023-11-07 08:55"

"Date";"frequency";"DEFL";"CTRY";"Value"
"2008-11";"P1M";"CPI";"TR";"94.69738193"
"2008-11";"P1M";"CPI";"US";"125.4830831"
"2008-11";"P1M";"CPI";"ZA";"135.3835529"
"2008-11";"P1M";"PPI";"AR";"159.33006415"
"2008-11";"P1M";"PPI";"AT";"93.13841908"
"2008-11";"P1M";"PPI";"AU";"100.30852039"
"2008-11";"P1M";"PPI";"BE";"86.09568212"
"2008-11";"P1M";"PPI";"BG";"67.56937719"
"2008-11";"P1M";"PPI";"BR";"76.59854897"
"2008-11";"P1M";"PPI";"CA";"111.39556332"
"2008-11";"P1M";"PPI";"CL";"91.53961957"
"2008-11";"P1M";"PPI";"CN";"103.87008059"
"2008-11";"P1M";"PPI";"CYP";"78.65382389"
"2008-11";"P1M";"PPI";"CZ";"66.88578954"
"2008-11";"P1M";"PPI";"DE";"92.49880786"
"2008-11";"P1M";"PPI";"DK";"84.28962643"
"2008-11";"P1M";"PPI";"EE";"84.9936472"
"2008-11";"P1M";"PPI";"EG";"113.84252501"
"2008-11";"P1M";"PPI";"ES";"89.16671182"
"2008-11";"P1M";"PPI";"FI";"106.85853773"
"2008-11";"P1M";"PPI";"FR";"94.62595989"
"2008-11";"P1M";"PPI";"GB";"108.18231136"
"2008-11";"P1M";"PPI";"GR";"83.00646871"
"2008-11";"P1M";"PPI";"HK";"140.30317338"
"2008-11";"P1M";"PPI";"HR";"87.16942534"
"2008-11";"P1M";"PPI";"HU";"84.33196733"
"2008-11";"P1M";"PPI";"IE";"123.80246073"
"2008-11";"P1M";"PPI";"ILS";"106.73250687"
"2008-11";"P1M";"PPI";"IN";"109.40709789"
"2008-11";"P1M";"PPI";"IT";"91.91238236"
"2008-11";"P1M";"PPI";"JO";"96.73103384"
"2008-11";"P1M";"PPI";"JP";"126.43240438"
"2008-11";"P1M";"PPI";"KR";"145.56645772"
"2008-11";"P1M";"PPI";"LT";"72.76342772"
"2008-11";"P1M";"PPI";"LU";"79.25676878"
"2008-11";"P1M";"PPI";"LV";"77.81302641"
"2008-11";"P1M";"PPI";"MTL";"123.91229092"
"2008-11";"P1M";"PPI";"MX";"135.06507907"
"2008-11";"P1M";"PPI";"MY";"104.54582079"
"2008-11";"P1M";"PPI";"NL";"90.24418067"
"2008-11";"P1M";"PPI";"NO";"68.80807554"
"2008-11";"P1M";"PPI";"NZ";"89.7942111"
"2008-11";"P1M";"PPI";"PE";"105.91142508"
"2008-11";"P1M";"PPI";"PH";"87.99394342"
"2008-11";"P1M";"PPI";"PL";"87.49710616"
"2008-11";"P1M";"PPI";"PT";"90.393567"
"2008-11";"P1M";"PPI";"RO";"59.22950202"
"2008-11";"P1M";"PPI";"RU";"56.83212853"
"2008-11";"P1M";"PPI";"SA";"125.43262428"
"2008-11";"P1M";"PPI";"SE";"105.38922775"
"2008-11";"P1M";"PPI";"SG";"123.91446881"
"2008-11";"P1M";"PPI";"SI";"97.75848025"
"2008-11";"P1M";"PPI";"SK";"55.20116555"
"2008-11";"P1M";"PPI";"TH";"86.61119102"
"2008-11";"P1M";"PPI";"TR";"85.21224837"
"2008-11";"P1M";"PPI";"US";"120.74046706"
"2008-11";"P1M";"PPI";"ZA";"159.39916414"
"2008-12";"P1M";"CPI";"AR";"252.54088123"
"2008-12";"P1M";"CPI";"AT";"90.71919982"
"2008-12";"P1M";"CPI";"AU";"102.80212845"
"2008-12";"P1M";"CPI";"BE";"89.02809712"
"2008-12";"P1M";"CPI";"BG";"64.38457497"
"2008-12";"P1M";"CPI";"BR";"112.59596425"
"2008-12";"P1M";"CPI";"CA";"109.90867777"
"2008-12";"P1M";"CPI";"CL";"133.6265037"
"2008-12";"P1M";"CPI";"CN";"110.87926904"
"2008-12";"P1M";"CPI";"CYP";"87.15950859"
"2008-12";"P1M";"CPI";"CZ";"64.57987259"
"2008-12";"P1M";"CPI";"DE";"93.12969245"
"2008-12";"P1M";"CPI";"DK";"90.25573272"
"2008-12";"P1M";"CPI";"EE";"73.39950286"
"2008-12";"P1M";"CPI";"EG";"124.7057883"
"2008-12";"P1M";"CPI";"ES";"83.64095459"
"2008-12";"P1M";"CPI";"FI";"93.08284631"
"2008-12";"P1M";"CPI";"FR";"91.90998213"
"2008-12";"P1M";"CPI";"GB";"132.85561981"
"2008-12";"P1M";"CPI";"GR";"82.68627429"
"2008-12";"P1M";"CPI";"HK";"154.36159385"
"2008-12";"P1M";"CPI";"HR";"80.45323916"
"2008-12";"P1M";"CPI";"HU";"69.41698895"
"2008-12";"P1M";"CPI";"IE";"81.26722194"
"2008-12";"P1M";"CPI";"ILS";"128.50848176"
"2008-12";"P1M";"CPI";"IN";"109.29685096"
"2008-12";"P1M";"CPI";"IT";"88.39830629"
"2008-12";"P1M";"CPI";"JO";"112.16650428"
"2008-12";"P1M";"CPI";"JP";"129.90483443"
"2008-12";"P1M";"CPI";"KR";"138.05176411"
"2008-12";"P1M";"CPI";"LT";"78.16439397"
"2008-12";"P1M";"CPI";"LU";"89.00195721"
"2008-12";"P1M";"CPI";"LV";"79.76097245"
"2008-12";"P1M";"CPI";"MTL";"90.55946819"
"2008-12";"P1M";"CPI";"MX";"157.86519827"
"2008-12";"P1M";"CPI";"MY";"122.7146962"
"2008-12";"P1M";"CPI";"NL";"90.10752202"
"2008-12";"P1M";"CPI";"NO";"105.99907258"
"2008-12";"P1M";"CPI";"NZ";"99.32249777"
"2008-12";"P1M";"CPI";"PE";"114.97697075"
"2008-12";"P1M";"CPI";"PH";"106.17213413"
"2008-12";"P1M";"CPI";"PL";"90.504975"
"2008-12";"P1M";"CPI";"PT";"85.85298902"
"2008-12";"P1M";"CPI";"RO";"72.64474741"
"2008-12";"P1M";"CPI";"RU";"61.11647635"
"2008-12";"P1M";"CPI";"SA";"129.94874156"
"2008-12";"P1M";"CPI";"SE";"116.36444608"
"2008-12";"P1M";"CPI";"SG";"118.84190563"
"2008-12";"P1M";"CPI";"SI";"84.90812626"
"2008-12";"P1M";"CPI";"SK";"50.06501983"
"2008-12";"P1M";"CPI";"TH";"105.53540269"
"2008-12";"P1M";"CPI";"TR";"95.69870225"
"2008-12";"P1M";"CPI";"US";"131.40309873"
"2008-12";"P1M";"CPI";"ZA";"138.58395317"
"2008-12";"P1M";"PPI";"AR";"170.62643941"
"2008-12";"P1M";"PPI";"AT";"92.88929457"
"2008-12";"P1M";"PPI";"AU";"103.74936201"
"2008-12";"P1M";"PPI";"BE";"87.59361559"
"2008-12";"P1M";"PPI";"BG";"70.24661482"
"2008-12";"P1M";"PPI";"BR";"85.04342978"
"2008-12";"P1M";"PPI";"CA";"121.04932921"
"2008-12";"P1M";"PPI";"CL";"97.78470888"
"2008-12";"P1M";"PPI";"CN";"110.49583149"
"2008-12";"P1M";"PPI";"CYP";"77.14869143"
"2008-12";"P1M";"PPI";"CZ";"69.08848724"
"2008-12";"P1M";"PPI";"DE";"91.56402166"
"2008-12";"P1M";"PPI";"DK";"85.73288774"
"2008-12";"P1M";"PPI";"EE";"83.63396173"
"2008-12";"P1M";"PPI";"EG";"122.04406881"
"2008-12";"P1M";"PPI";"ES";"89.26655387"
"2008-12";"P1M";"PPI";"FI";"107.14446299"
"2008-12";"P1M";"PPI";"FR";"93.98947193"
"2008-12";"P1M";"PPI";"GB";"118.19024801"
"2008-12";"P1M";"PPI";"GR";"84.45181531"
"2008-12";"P1M";"PPI";"HK";"146.27302215"
"2008-12";"P1M";"PPI";"HR";"87.84167132"
"2008-12";"P1M";"PPI";"HU";"83.23402051"
"2008-12";"P1M";"PPI";"IE";"124.61241133"
"2008-12";"P1M";"PPI";"ILS";"114.3941523"
"2008-12";"P1M";"PPI";"IN";"114.39389183"
"2008-12";"P1M";"PPI";"IT";"91.51013616"
"2008-12";"P1M";"PPI";"JO";"100.65694022"
"2008-12";"P1M";"PPI";"JP";"125.14709874"
"2008-12";"P1M";"PPI";"KR";"149.7871732"
"2008-12";"P1M";"PPI";"LT";"78.82167014"
"2008-12";"P1M";"PPI";"LU";"78.8529591"
"2008-12";"P1M";"PPI";"LV";"76.54991779"
"2008-12";"P1M";"PPI";"MTL";"122.56036269"
"2008-12";"P1M";"PPI";"MX";"143.81264852"
"2008-12";"P1M";"PPI";"MY";"110.51760347"
"2008-12";"P1M";"PPI";"NL";"93.4609917"
"2008-12";"P1M";"PPI";"NO";"75.94312221"
"2008-12";"P1M";"PPI";"NZ";"94.79705878"
"2008-12";"P1M";"PPI";"PE";"112.32853538"
"2008-12";"P1M";"PPI";"PH";"91.62010916"
"2008-12";"P1M";"PPI";"PL";"92.89547567"
"2008-12";"P1M";"PPI";"PT";"93.43683431"
"2008-12";"P1M";"PPI";"RO";"60.90097064"
"2008-12";"P1M";"PPI";"RU";"64.6978605"
"2008-12";"P1M";"PPI";"SA";"133.24032689"
"2008-12";"P1M";"PPI";"SE";"110.93494228"
"2008-12";"P1M";"PPI";"SG";"133.7625389"
"2008-12";"P1M";"PPI";"SI";"96.82669041"
"2008-12";"P1M";"PPI";"SK";"53.95224333"
"2008-12";"P1M";"PPI";"TH";"91.57264476"
"2008-12";"P1M";"PPI";"TR";"88.92587975"
"2008-12";"P1M";"PPI";"US";"129.25322548"
"2008-12";"P1M";"PPI";"ZA";"168.85386188"
"2009-01";"P1M";"CPI";"AR";"257.13475353"
"2009-01";"P1M";"CPI";"AT";"93.0439892"
"2009-01";"P1M";"CPI";"AU";"102.62409559"
"2009-01";"P1M";"CPI";"BE";"91.25512253"
"2009-01";"P1M";"CPI";"BG";"65.77935284"
"2009-01";"P1M";"CPI";"BR";"109.07442219"
"2009-01";"P1M";"CPI";"CA";"110.13674872"
"2009-01";"P1M";"CPI";"CL";"129.96144324"
"2009-01";"P1M";"CPI";"CN";"111.6504001"
"2009-01";"P1M";"CPI";"CYP";"89.744422"
"2009-01";"P1M";"CPI";"CZ";"68.31733737"
"2009-01";"P1M";"CPI";"DE";"95.49623776"
"2009-01";"P1M";"CPI";"DK";"92.5977999"
"2009-01";"P1M";"CPI";"EE";"75.74707872"
"2009-01";"P1M";"CPI";"EG";"125.54348112"
"2009-01";"P1M";"CPI";"ES";"85.82906124"
"2009-01";"P1M";"CPI";"FI";"95.45145407"
"2009-01";"P1M";"CPI";"FR";"94.15894315"
"2009-01";"P1M";"CPI";"GB";"138.40666035"
"2009-01";"P1M";"CPI";"GR";"84.45494303"
"2009-01";"P1M";"CPI";"HK";"155.53748678"
"2009-01";"P1M";"CPI";"HR";"83.38975416"
"2009-01";"P1M";"CPI";"HU";"74.80769154"
"2009-01";"P1M";"CPI";"IE";"84.00405073"
"2009-01";"P1M";"CPI";"ILS";"130.81759279"
"2009-01";"P1M";"CPI";"IN";"109.36234625"
"2009-01";"P1M";"CPI";"IT";"90.77347837"
"2009-01";"P1M";"CPI";"JO";"113.75511471"
"2009-01";"P1M";"CPI";"JP";"130.78198664"
"2009-01";"P1M";"CPI";"KR";"139.22866515"
"2009-01";"P1M";"CPI";"LT";"78.40793074"
"2009-01";"P1M";"CPI";"LU";"91.43224457"
"2009-01";"P1M";"CPI";"LV";"80.2361128"
"2009-01";"P1M";"CPI";"MTL";"93.71678409"
"2009-01";"P1M";"CPI";"MX";"164.0571275"
"2009-01";"P1M";"CPI";"MY";"124.73825071"
"2009-01";"P1M";"CPI";"NL";"91.99138909"
"2009-01";"P1M";"CPI";"NO";"106.03021392"
"2009-01";"P1M";"CPI";"NZ";"101.444161"
"2009-01";"P1M";"CPI";"PE";"117.01804344"
"2009-01";"P1M";"CPI";"PH";"104.43954712"
"2009-01";"P1M";"CPI";"PL";"97.06521773"
"2009-01";"P1M";"CPI";"PT";"88.13194267"
"2009-01";"P1M";"CPI";"RO";"79.1962504"
"2009-01";"P1M";"CPI";"RU";"68.35717634"
"2009-01";"P1M";"CPI";"SA";"130.88227152"
"2009-01";"P1M";"CPI";"SE";"117.69350411"
"2009-01";"P1M";"CPI";"SG";"121.19407584"
"2009-01";"P1M";"CPI";"SI";"86.71624719"
"2009-01";"P1M";"CPI";"SK";"50.70459476"
"2009-01";"P1M";"CPI";"TH";"106.23240365"
"2009-01";"P1M";"CPI";"TR";"99.48191443"
"2009-01";"P1M";"CPI";"US";"132.27417146"
"2009-01";"P1M";"CPI";"ZA";"138.40594311"
"2009-01";"P1M";"PPI";"AR";"174.11487435"
"2009-01";"P1M";"PPI";"AT";"95.33840272"
"2009-01";"P1M";"PPI";"AU";"105.26268479"
"2009-01";"P1M";"PPI";"BE";"90.29926136"
"2009-01";"P1M";"PPI";"BG";"71.93621327"
"2009-01";"P1M";"PPI";"BR";"83.06303453"
"2009-01";"P1M";"PPI";"CA";"121.45583618"
"2009-01";"P1M";"PPI";"CL";"97.53548683"
"2009-01";"P1M";"PPI";"CN";"111.54334712"
"2009-01";"P1M";"PPI";"CYP";"81.6576704"
"2009-01";"P1M";"PPI";"CZ";"73.16861083"
"2009-01";"P1M";"PPI";"DE";"94.69361802"
"2009-01";"P1M";"PPI";"DK";"88.64907337"
"2009-01";"P1M";"PPI";"EE";"86.55735992"
"2009-01";"P1M";"PPI";"EG";"121.76087589"
"2009-01";"P1M";"PPI";"ES";"91.76954593"
"2009-01";"P1M";"PPI";"FI";"111.58616079"
"2009-01";"P1M";"PPI";"FR";"98.20368919"
"2009-01";"P1M";"PPI";"GB";"122.64674293"
"2009-01";"P1M";"PPI";"GR";"86.13184265"
"2009-01";"P1M";"PPI";"HK";"148.8781316"
"2009-01";"P1M";"PPI";"HR";"92.67053826"
"2009-01";"P1M";"PPI";"HU";"87.56056454"
"2009-01";"P1M";"PPI";"IE";"127.36236141"
"2009-01";"P1M";"PPI";"ILS";"118.7114234"
"2009-01";"P1M";"PPI";"IN";"116.21098785"
"2009-01";"P1M";"PPI";"IT";"94.72660334"
"2009-01";"P1M";"PPI";"JO";"108.152699"
"2009-01";"P1M";"PPI";"JP";"127.21017115"
"2009-01";"P1M";"PPI";"KR";"151.14756816"
"2009-01";"P1M";"PPI";"LT";"81.40762371"
"2009-01";"P1M";"PPI";"LU";"82.38903494"
"2009-01";"P1M";"PPI";"LV";"78.89496897"
"2009-01";"P1M";"PPI";"MTL";"126.50625699"
"2009-01";"P1M";"PPI";"MX";"149.66200218"
"2009-01";"P1M";"PPI";"MY";"112.90198948"
"2009-01";"P1M";"PPI";"NL";"97.35930336"
"2009-01";"P1M";"PPI";"NO";"76.25797272"
"2009-01";"P1M";"PPI";"NZ";"97.58632908"
"2009-01";"P1M";"PPI";"PE";"115.76080526"
"2009-01";"P1M";"PPI";"PH";"92.70499687"
"2009-01";"P1M";"PPI";"PL";"97.84921465"
"2009-01";"P1M";"PPI";"PT";"92.88679478"
"2009-01";"P1M";"PPI";"RO";"66.44970074"
"2009-01";"P1M";"PPI";"RU";"73.9171805"
"2009-01";"P1M";"PPI";"SA";"134.80750654"
"2009-01";"P1M";"PPI";"SE";"112.70316096"
"2009-01";"P1M";"PPI";"SG";"134.46326414"
"2009-01";"P1M";"PPI";"SI";"98.93056551"
"2009-01";"P1M";"PPI";"SK";"55.21751603"
"2009-01";"P1M";"PPI";"TH";"92.05138773"
"2009-01";"P1M";"PPI";"TR";"92.06274974"
"2009-01";"P1M";"PPI";"US";"130.19981189"
"2009-01";"P1M";"PPI";"ZA";"170.41751396"
"2009-02";"P1M";"CPI";"AR";"250.27346962"
"2009-02";"P1M";"CPI";"AT";"93.11659045"
"2009-02";"P1M";"CPI";"AU";"103.47038033"
"2009-02";"P1M";"CPI";"BE";"91.4706808"
"2009-02";"P1M";"CPI";"BG";"66.07190003"
"2009-02";"P1M";"CPI";"BR";"105.27554905"
"2009-02";"P1M";"CPI";"CA";"107.70184071"
"2009-02";"P1M";"CPI";"CL";"123.41684238"
"2009-02";"P1M";"CPI";"CN";"108.55848588"
"2009-02";"P1M";"CPI";"CYP";"89.94776396"
"2009-02";"P1M";"CPI";"CZ";"71.94922659"
"2009-02";"P1M";"CPI";"DE";"95.47324969"
"2009-02";"P1M";"CPI";"DK";"92.6317795"
"2009-02";"P1M";"CPI";"EE";"76.21712614"
"2009-02";"P1M";"CPI";"EG";"120.74463742"
"2009-02";"P1M";"CPI";"ES";"85.96128632"
"2009-02";"P1M";"CPI";"FI";"95.94334588"
"2009-02";"P1M";"CPI";"FR";"94.33658602"
"2009-02";"P1M";"CPI";"GB";"133.15875843"
"2009-02";"P1M";"CPI";"GR";"84.33144566"
"2009-02";"P1M";"CPI";"HK";"151.30857312"
"2009-02";"P1M";"CPI";"HR";"83.94232964"
"2009-02";"P1M";"CPI";"HU";"79.9840275"
"2009-02";"P1M";"CPI";"IE";"85.05207819"
"2009-02";"P1M";"CPI";"ILS";"132.30235619"
"2009-02";"P1M";"CPI";"IN";"106.12998822"
"2009-02";"P1M";"CPI";"IT";"90.86543307"
"2009-02";"P1M";"CPI";"JO";"109.96730764"
"2009-02";"P1M";"CPI";"JP";"129.08245776"
"2009-02";"P1M";"CPI";"KR";"141.73086515"
"2009-02";"P1M";"CPI";"LT";"78.3507115"
"2009-02";"P1M";"CPI";"LU";"91.23009861"
"2009-02";"P1M";"CPI";"LV";"79.65115682"
"2009-02";"P1M";"CPI";"MTL";"92.98614831"
"2009-02";"P1M";"CPI";"MX";"166.39395674"
"2009-02";"P1M";"CPI";"MY";"122.3817317"
"2009-02";"P1M";"CPI";"NL";"92.08927555"
"2009-02";"P1M";"CPI";"NO";"100.93808813"
"2009-02";"P1M";"CPI";"NZ";"104.88157798"
"2009-02";"P1M";"CPI";"PE";"116.24684891"
"2009-02";"P1M";"CPI";"PH";"101.46096822"
"2009-02";"P1M";"CPI";"PL";"106.67361812"
"2009-02";"P1M";"CPI";"PT";"88.403466"
"2009-02";"P1M";"CPI";"RO";"80.3262434"
"2009-02";"P1M";"CPI";"RU";"73.74450526"
"2009-02";"P1M";"CPI";"SA";"126.14831469"
"2009-02";"P1M";"CPI";"SE";"120.36445359"
"2009-02";"P1M";"CPI";"SG";"119.57693174"
"2009-02";"P1M";"CPI";"SI";"86.52297389"
"2009-02";"P1M";"CPI";"SK";"51.49272401"
"2009-02";"P1M";"CPI";"TH";"103.04104848"
"2009-02";"P1M";"CPI";"TR";"100.34353615"
"2009-02";"P1M";"CPI";"US";"127.23570151"
"2009-02";"P1M";"CPI";"ZA";"133.91833931"
"2009-02";"P1M";"PPI";"AR";"169.19307335"
"2009-02";"P1M";"PPI";"AT";"95.73555418"
"2009-02";"P1M";"PPI";"AU";"107.33205164"
"2009-02";"P1M";"PPI";"BE";"90.91518067"
"2009-02";"P1M";"PPI";"BG";"72.4426384"
"2009-02";"P1M";"PPI";"BR";"80.17427458"
"2009-02";"P1M";"PPI";"CA";"118.04493837"
"2009-02";"P1M";"PPI";"CL";"89.62367879"
"2009-02";"P1M";"PPI";"CN";"107.97250517"
"2009-02";"P1M";"PPI";"CYP";"81.12868431"
"2009-02";"P1M";"PPI";"CZ";"76.2882471"
"2009-02";"P1M";"PPI";"DE";"94.70911519"
"2009-02";"P1M";"PPI";"DK";"87.90299328"
"2009-02";"P1M";"PPI";"EE";"86.54911339"
"2009-02";"P1M";"PPI";"EG";"118.95121706"
"2009-02";"P1M";"PPI";"ES";"91.58883419"
"2009-02";"P1M";"PPI";"FI";"111.86511023"
"2009-02";"P1M";"PPI";"FR";"98.15134165"
"2009-02";"P1M";"PPI";"GB";"118.39570373"
"2009-02";"P1M";"PPI";"GR";"86.61314701"
"2009-02";"P1M";"PPI";"HK";"143.86311129"
"2009-02";"P1M";"PPI";"HR";"93.55028933"
"2009-02";"P1M";"PPI";"HU";"91.19268026"
"2009-02";"P1M";"PPI";"IE";"125.81487739"
"2009-02";"P1M";"PPI";"ILS";"118.02367795"
"2009-02";"P1M";"PPI";"IN";"112.93559705"
"2009-02";"P1M";"PPI";"IT";"94.82533931"
"2009-02";"P1M";"PPI";"JO";"123.18288799"
"2009-02";"P1M";"PPI";"JP";"125.09003658"
"2009-02";"P1M";"PPI";"KR";"152.90019428"
"2009-02";"P1M";"PPI";"LT";"80.52399593"
"2009-02";"P1M";"PPI";"LU";"82.04789559"
"2009-02";"P1M";"PPI";"LV";"79.82072836"
"2009-02";"P1M";"PPI";"MTL";"126.25616984"
"2009-02";"P1M";"PPI";"MX";"150.5315442"
"2009-02";"P1M";"PPI";"MY";"111.92002121"
"2009-02";"P1M";"PPI";"NL";"97.66381311"
"2009-02";"P1M";"PPI";"NO";"73.95054754"
"2009-02";"P1M";"PPI";"NZ";"101.12481559"
"2009-02";"P1M";"PPI";"PE";"115.77125354"
"2009-02";"P1M";"PPI";"PH";"90.27726579"
"2009-02";"P1M";"PPI";"PL";"105.31269312"
"2009-02";"P1M";"PPI";"PT";"90.47586925"
"2009-02";"P1M";"PPI";"RO";"67.34624467"
"2009-02";"P1M";"PPI";"RU";"78.56973604"
"2009-02";"P1M";"PPI";"SA";"129.87871287"
"2009-02";"P1M";"PPI";"SE";"114.27417843"
"2009-02";"P1M";"PPI";"SG";"131.43310272"
"2009-02";"P1M";"PPI";"SI";"98.84862419"
"2009-02";"P1M";"PPI";"SK";"55.78048759"
"2009-02";"P1M";"PPI";"TH";"89.45581176"
"2009-02";"P1M";"PPI";"TR";"91.5515319"
"2009-02";"P1M";"PPI";"US";"125.98189983"
"2009-02";"P1M";"PPI";"ZA";"167.06757286"
"2009-03";"P1M";"CPI";"AR";"260.68142077"
"2009-03";"P1M";"CPI";"AT";"92.16518587"
"2009-03";"P1M";"CPI";"AU";"101.4148037"
"2009-03";"P1M";"CPI";"BE";"90.78060099"
"2009-03";"P1M";"CPI";"BG";"65.17009766"
"2009-03";"P1M";"CPI";"BR";"105.54072895"
"2009-03";"P1M";"CPI";"CA";"110.04692538"
"2009-03";"P1M";"CPI";"CL";"121.2029513"
"2009-03";"P1M";"CPI";"CN";"108.66562513"
"2009-03";"P1M";"CPI";"CYP";"88.20367445"
"2009-03";"P1M";"CPI";"CZ";"67.65607969"
"2009-03";"P1M";"CPI";"DE";"94.57175979"
"2009-03";"P1M";"CPI";"DK";"91.31087589"
"2009-03";"P1M";"CPI";"EE";"75.72812731"
"2009-03";"P1M";"CPI";"EG";"121.36883459"
"2009-03";"P1M";"CPI";"ES";"85.0162183"
"2009-03";"P1M";"CPI";"FI";"94.93113143"
"2009-03";"P1M";"CPI";"FR";"93.18254078"
"2009-03";"P1M";"CPI";"GB";"135.93638244"
"2009-03";"P1M";"CPI";"GR";"83.45587403"
"2009-03";"P1M";"CPI";"HK";"151.60448792"
"2009-03";"P1M";"CPI";"HR";"82.74509704"
"2009-03";"P1M";"CPI";"HU";"80.27518331"
"2009-03";"P1M";"CPI";"IE";"84.3336545"
"2009-03";"P1M";"CPI";"ILS";"134.68967913"
"2009-03";"P1M";"CPI";"IN";"110.34815947"
"2009-03";"P1M";"CPI";"IT";"89.63429437"
"2009-03";"P1M";"CPI";"JO";"110.83570123"
"2009-03";"P1M";"CPI";"JP";"137.37448655"
"2009-03";"P1M";"CPI";"KR";"143.0837309"
"2009-03";"P1M";"CPI";"LT";"77.44472256"
"2009-03";"P1M";"CPI";"LU";"90.25283501"
"2009-03";"P1M";"CPI";"LV";"78.94915621"
"2009-03";"P1M";"CPI";"MTL";"91.3759727"
"2009-03";"P1M";"CPI";"MX";"167.56267015"
"2009-03";"P1M";"CPI";"MY";"124.45048372"
"2009-03";"P1M";"CPI";"NL";"90.73584147"
"2009-03";"P1M";"CPI";"NO";"100.09519347"
"2009-03";"P1M";"CPI";"NZ";"102.000011"
"2009-03";"P1M";"CPI";"PE";"114.40142898"
"2009-03";"P1M";"CPI";"PH";"103.41433368"
"2009-03";"P1M";"CPI";"PL";"104.02098491"
"2009-03";"P1M";"CPI";"PT";"87.41241203"
"2009-03";"P1M";"CPI";"RO";"78.73094135"
"2009-03";"P1M";"CPI";"RU";"70.88900717"
"2009-03";"P1M";"CPI";"SA";"126.49231079"
"2009-03";"P1M";"CPI";"SE";"121.77589289"
"2009-03";"P1M";"CPI";"SG";"121.68058194"
"2009-03";"P1M";"CPI";"SI";"85.27941512"
"2009-03";"P1M";"CPI";"SK";"50.8544366"
"2009-03";"P1M";"CPI";"TH";"104.71025938"
"2009-03";"P1M";"CPI";"TR";"102.8514686"
"2009-03";"P1M";"CPI";"US";"128.23186212"
"2009-03";"P1M";"CPI";"ZA";"132.91828041"
"2009-03";"P1M";"PPI";"AR";"174.71659287"
"2009-03";"P1M";"PPI";"AT";"95.52964015"
"2009-03";"P1M";"PPI";"AU";"107.0058788"
"2009-03";"P1M";"PPI";"BE";"91.09255502"
"2009-03";"P1M";"PPI";"BG";"71.89118495"
"2009-03";"P1M";"PPI";"BR";"81.14621594"
"2009-03";"P1M";"PPI";"CA";"120.65414589"
"2009-03";"P1M";"PPI";"CL";"85.66003446"
"2009-03";"P1M";"PPI";"CN";"108.13163147"
"2009-03";"P1M";"PPI";"CYP";"80.60614949"
"2009-03";"P1M";"PPI";"CZ";"72.62523373"
"2009-03";"P1M";"PPI";"DE";"93.90683043"
"2009-03";"P1M";"PPI";"DK";"86.92286428"
"2009-03";"P1M";"PPI";"EE";"85.66805393"
"2009-03";"P1M";"PPI";"EG";"121.25492008"
"2009-03";"P1M";"PPI";"ES";"90.78297451"
"2009-03";"P1M";"PPI";"FI";"111.47493144"
"2009-03";"P1M";"PPI";"FR";"97.19274993"
"2009-03";"P1M";"PPI";"GB";"121.28856929"
"2009-03";"P1M";"PPI";"GR";"86.14241626"
"2009-03";"P1M";"PPI";"HK";"145.61183993"
"2009-03";"P1M";"PPI";"HR";"93.26146244"
"2009-03";"P1M";"PPI";"HU";"90.49471218"
"2009-03";"P1M";"PPI";"IE";"124.35655455"
"2009-03";"P1M";"PPI";"ILS";"121.07940788"
"2009-03";"P1M";"PPI";"IN";"117.91614435"
"2009-03";"P1M";"PPI";"IT";"94.12408462"
"2009-03";"P1M";"PPI";"JO";"119.66495218"
"2009-03";"P1M";"PPI";"JP";"133.4831143"
"2009-03";"P1M";"PPI";"KR";"154.78713389"
"2009-03";"P1M";"PPI";"LT";"81.22058848"
"2009-03";"P1M";"PPI";"LU";"83.40768403"
"2009-03";"P1M";"PPI";"LV";"79.88867065"
"2009-03";"P1M";"PPI";"MTL";"124.74144575"
"2009-03";"P1M";"PPI";"MX";"151.6190692"
"2009-03";"P1M";"PPI";"MY";"115.7669205"
"2009-03";"P1M";"PPI";"NL";"97.03651934"
"2009-03";"P1M";"PPI";"NO";"73.4980648"
"2009-03";"P1M";"PPI";"NZ";"99.01489027"
"2009-03";"P1M";"PPI";"PE";"114.37129223"
"2009-03";"P1M";"PPI";"PH";"92.33951837"
"2009-03";"P1M";"PPI";"PL";"103.13389751"
"2009-03";"P1M";"PPI";"PT";"93.14166059"
"2009-03";"P1M";"PPI";"RO";"66.38922367"
"2009-03";"P1M";"PPI";"RU";"76.08853212"
"2009-03";"P1M";"PPI";"SA";"131.19889189"
"2009-03";"P1M";"PPI";"SE";"113.99536953"
"2009-03";"P1M";"PPI";"SG";"133.19576804"
"2009-03";"P1M";"PPI";"SI";"97.72511685"
"2009-03";"P1M";"PPI";"SK";"55.4156349"
"2009-03";"P1M";"PPI";"TH";"90.66683067"
"2009-03";"P1M";"PPI";"TR";"95.04496043"
"2009-03";"P1M";"PPI";"US";"127.79517293"
"2009-03";"P1M";"PPI";"ZA";"169.79455008"
"2009-04";"P1M";"CPI";"AR";"264.6829474"
"2009-04";"P1M";"CPI";"AT";"91.65090844"
"2009-04";"P1M";"CPI";"AU";"95.08530686"
"2009-04";"P1M";"CPI";"BE";"90.28125137"
"2009-04";"P1M";"CPI";"BG";"64.52117933"
"2009-04";"P1M";"CPI";"BR";"101.21805585"
"2009-04";"P1M";"CPI";"CA";"108.04290752"
