DATE,DEXSZUS
2023-06-01,0.9077
2023-06-02,0.9075
2023-06-05,0.9058
2023-06-06,0.9076
2023-06-07,0.9089
2023-06-08,0.9003
2023-06-09,0.9026
2023-06-12,0.9099
2023-06-13,0.9053
2023-06-14,0.8972
2023-06-15,0.8927
2023-06-16,0.8943
2023-06-19,.
2023-06-20,0.8993
2023-06-21,0.895
2023-06-22,0.8967
2023-06-23,0.8979
2023-06-26,0.8946
2023-06-27,0.8941
2023-06-28,0.8975
2023-06-29,0.8984
2023-06-30,0.8947
2023-07-03,0.8956
2023-07-04,.
2023-07-05,0.898
2023-07-06,0.8965
2023-07-07,0.8887
2023-07-10,0.8869
2023-07-11,0.8805
2023-07-12,0.8676
2023-07-13,0.8595
2023-07-14,0.8616
2023-07-17,0.8602
2023-07-18,0.8582
2023-07-19,0.8598
2023-07-20,0.8671
2023-07-21,0.8658
2023-07-24,0.8664
2023-07-25,0.8644
2023-07-26,0.8625
2023-07-27,0.8686
2023-07-28,0.8687
2023-07-31,0.8688
2023-08-01,0.8763
2023-08-02,0.8779
2023-08-03,0.8742
2023-08-04,0.8713
2023-08-07,0.8742
2023-08-08,0.8757
2023-08-09,0.877
2023-08-10,0.8736
2023-08-11,0.8765
2023-08-14,0.8775
2023-08-15,0.8769
2023-08-16,0.8786
2023-08-17,0.8792
2023-08-18,0.8817
2023-08-21,0.8799
2023-08-22,0.88
2023-08-23,0.8785
2023-08-24,0.8825
2023-08-25,0.886
2023-08-28,0.8832
2023-08-29,0.8798
2023-08-30,0.8772
2023-08-31,0.8837
2023-09-01,0.8857
2023-09-04,.
2023-09-05,0.8888
2023-09-06,0.8924
2023-09-07,0.8927
2023-09-08,0.8927
2023-09-11,0.891
2023-09-12,0.8913
2023-09-13,0.8925
2023-09-14,0.8949
2023-09-15,0.896
2023-09-18,0.8964
2023-09-19,0.8979
2023-09-20,0.8953
2023-09-21,0.9033
2023-09-22,0.9064
2023-09-25,0.912
2023-09-26,0.9144
2023-09-27,0.9198
2023-09-28,0.915
2023-09-29,0.9141
2023-10-02,0.9176
2023-10-03,0.9226
2023-10-04,0.916
2023-10-05,0.9141
2023-10-06,0.9082
2023-10-09,.
2023-10-10,0.9039
2023-10-11,0.9025
2023-10-12,0.9064
2023-10-13,0.9018
2023-10-16,0.9007
2023-10-17,0.8995
2023-10-18,0.8985
2023-10-19,0.8956
2023-10-20,0.8918
2023-10-23,0.8919
2023-10-24,0.8935
2023-10-25,0.8951
2023-10-26,0.8995
2023-10-27,0.9021
2023-10-30,0.9017
2023-10-31,0.91
2023-11-01,0.9103
2023-11-02,0.9061
2023-11-03,0.8984
2023-11-06,0.8969
2023-11-07,0.9005
2023-11-08,0.898
2023-11-09,0.8996
